player_1_score,player_2_score,player_1_moves,player_2_moves,total_moves,n_start_marbles,n_cups,player_1_result,player_2_result,first_move,player_one_strategy,player_two_strategy,game_run_time,depth
18,30,43,67,110,4,6,lose,win,2,min_max,max_score,0.006331920623779297,0.0
14,34,32,69,101,4,6,lose,win,2,min_max,max_score,0.01560068130493164,0.0
17,31,28,60,88,4,6,lose,win,5,min_max,max_score,0.010939836502075195,0.0
15,33,37,65,102,4,6,lose,win,4,min_max,max_score,0.07534456253051758,0.0
13,35,32,73,105,4,6,lose,win,1,min_max,max_score,0.07614016532897949,0.0
13,35,32,68,100,4,6,lose,win,3,min_max,max_score,0.05900859832763672,0.0
20,28,42,45,87,4,6,lose,win,1,min_max,max_score,0.011446714401245117,0.0
14,34,31,64,95,4,6,lose,win,3,min_max,max_score,0.057799577713012695,0.0
19,29,26,57,83,4,6,lose,win,3,min_max,max_score,0.014957904815673828,0.0
14,34,32,71,103,4,6,lose,win,6,min_max,max_score,0.022336721420288086,0.0
16,32,31,58,89,4,6,lose,win,4,min_max,max_score,0.07493853569030762,0.0
13,35,34,80,114,4,6,lose,win,1,min_max,max_score,0.030780792236328125,0.0
19,29,48,67,115,4,6,lose,win,5,min_max,max_score,0.006892204284667969,0.0
22,26,53,58,111,4,6,lose,win,3,min_max,max_score,0.00684666633605957,0.0
21,27,41,45,86,4,6,lose,win,5,min_max,max_score,0.023708820343017578,0.0
24,24,58,47,105,4,6,draw,draw,5,min_max,max_score,0.006079196929931641,0.0
23,25,51,56,107,4,6,lose,win,5,min_max,max_score,0.008153438568115234,0.0
9,39,24,82,106,4,6,lose,win,6,min_max,max_score,0.025013208389282227,0.0
14,34,31,59,90,4,6,lose,win,5,min_max,max_score,0.01736736297607422,0.0
20,28,45,62,107,4,6,lose,win,1,min_max,max_score,0.007370471954345703,0.0
24,24,48,50,98,4,6,draw,draw,3,min_max,max_score,0.010334014892578125,0.0
17,31,52,77,129,4,6,lose,win,1,min_max,max_score,0.01936936378479004,0.0
18,30,43,58,101,4,6,lose,win,1,min_max,max_score,0.01801276206970215,0.0
12,36,34,74,108,4,6,lose,win,4,min_max,max_score,0.07587432861328125,0.0
21,27,61,63,124,4,6,lose,win,1,min_max,max_score,0.010635614395141602,0.0
14,34,30,73,103,4,6,lose,win,4,min_max,max_score,0.07610559463500977,0.0
15,33,35,73,108,4,6,lose,win,4,min_max,max_score,0.07651042938232422,0.0
15,33,39,67,106,4,6,lose,win,1,min_max,max_score,0.07692599296569824,0.0
18,30,38,71,109,4,6,lose,win,5,min_max,max_score,0.012253761291503906,0.0
11,37,32,72,104,4,6,lose,win,3,min_max,max_score,0.031737565994262695,0.0
23,25,50,47,97,4,6,lose,win,5,min_max,max_score,0.008655309677124023,0.0
15,33,44,68,112,4,6,lose,win,4,min_max,max_score,0.0762028694152832,0.0
15,33,37,75,112,4,6,lose,win,5,min_max,max_score,0.020917415618896484,0.0
14,34,31,64,95,4,6,lose,win,4,min_max,max_score,0.07535839080810547,0.0
20,28,42,72,114,4,6,lose,win,2,min_max,max_score,0.006631374359130859,0.0
18,30,41,67,108,4,6,lose,win,5,min_max,max_score,0.043227434158325195,0.0
22,26,51,60,111,4,6,lose,win,1,min_max,max_score,0.007581472396850586,0.0
18,30,38,64,102,4,6,lose,win,2,min_max,max_score,0.025470733642578125,0.0
16,32,47,66,113,4,6,lose,win,3,min_max,max_score,0.010023355484008789,0.0
15,33,44,74,118,4,6,lose,win,3,min_max,max_score,0.030544519424438477,0.0
20,28,46,65,111,4,6,lose,win,6,min_max,max_score,0.008491277694702148,0.0
20,28,45,71,116,4,6,lose,win,6,min_max,max_score,0.007597923278808594,0.0
21,27,50,65,115,4,6,lose,win,2,min_max,max_score,0.006695270538330078,0.0
23,25,47,49,96,4,6,lose,win,1,min_max,max_score,0.0073850154876708984,0.0
14,34,30,63,93,4,6,lose,win,3,min_max,max_score,0.01442575454711914,0.0
16,32,42,61,103,4,6,lose,win,1,min_max,max_score,0.07424592971801758,0.0
27,21,63,45,108,4,6,win,lose,6,min_max,max_score,0.005472660064697266,0.0
15,33,29,65,94,4,6,lose,win,4,min_max,max_score,0.07500004768371582,0.0
12,36,37,84,121,4,6,lose,win,4,min_max,max_score,0.07444906234741211,0.0
9,39,26,87,113,4,6,lose,win,6,min_max,max_score,0.01708054542541504,0.0
17,31,34,75,109,4,6,lose,win,5,min_max,max_score,0.02298116683959961,0.0
13,35,28,64,92,4,6,lose,win,6,min_max,max_score,0.03582191467285156,0.0
31,17,77,37,114,4,6,win,lose,1,min_max,max_score,0.004793882369995117,0.0
15,33,25,86,111,4,6,lose,win,3,min_max,max_score,0.021242380142211914,0.0
14,34,34,56,90,4,6,lose,win,6,min_max,max_score,0.028792142868041992,0.0
23,25,55,48,103,4,6,lose,win,3,min_max,max_score,0.007668495178222656,0.0
17,31,41,65,106,4,6,lose,win,3,min_max,max_score,0.01632213592529297,0.0
