player_1_score,player_2_score,player_1_moves,player_2_moves,total_moves,n_start_marbles,n_cups,player_1_result,player_2_result,first_move,player_one_strategy,player_two_strategy,game_run_time,depth
23,25,60,62,122,4,6,lose,win,4,min_max,min_max,0.013071060180664062,1.0
30,18,73,35,108,4,6,win,lose,6,min_max,min_max,0.015366315841674805,1.0
26,22,68,41,109,4,6,win,lose,6,min_max,min_max,0.014759063720703125,1.0
29,19,60,46,106,4,6,win,lose,1,min_max,min_max,0.014786005020141602,1.0
27,21,74,52,126,4,6,win,lose,5,min_max,min_max,0.0158078670501709,1.0
26,22,58,59,117,4,6,win,lose,5,min_max,min_max,0.01648879051208496,1.0
31,17,81,47,128,4,6,win,lose,1,min_max,min_max,0.014581918716430664,1.0
23,25,58,60,118,4,6,lose,win,1,min_max,min_max,0.014713287353515625,1.0
28,20,52,60,112,4,6,win,lose,5,min_max,min_max,0.016323328018188477,1.0
30,18,62,49,111,4,6,win,lose,5,min_max,min_max,0.013294696807861328,1.0
29,19,71,46,117,4,6,win,lose,5,min_max,min_max,0.019921302795410156,1.0
20,28,53,55,108,4,6,lose,win,3,min_max,min_max,0.01703166961669922,1.0
33,15,82,42,124,4,6,win,lose,6,min_max,min_max,0.013959884643554688,1.0
28,20,69,49,118,4,6,win,lose,6,min_max,min_max,0.01623845100402832,1.0
31,17,69,44,113,4,6,win,lose,2,min_max,min_max,0.015717267990112305,1.0
23,25,63,52,115,4,6,lose,win,4,min_max,min_max,0.013187170028686523,1.0
26,22,61,52,113,4,6,win,lose,4,min_max,min_max,0.014831304550170898,1.0
30,18,81,42,123,4,6,win,lose,6,min_max,min_max,0.013698816299438477,1.0
25,23,69,47,116,4,6,win,lose,1,min_max,min_max,0.015272140502929688,1.0
19,29,43,64,107,4,6,lose,win,4,min_max,min_max,0.015038490295410156,1.0
27,21,57,43,100,4,6,win,lose,3,min_max,min_max,0.014011144638061523,1.0
32,16,81,37,118,4,6,win,lose,1,min_max,min_max,0.0154571533203125,1.0
31,17,77,45,122,4,6,win,lose,3,min_max,min_max,0.015515804290771484,1.0
28,20,63,50,113,4,6,win,lose,5,min_max,min_max,0.014352798461914062,1.0
28,20,68,53,121,4,6,win,lose,1,min_max,min_max,0.013966083526611328,1.0
19,29,53,61,114,4,6,lose,win,4,min_max,min_max,0.015246391296386719,1.0
35,13,83,36,119,4,6,win,lose,2,min_max,min_max,0.014691591262817383,1.0
27,21,55,47,102,4,6,win,lose,3,min_max,min_max,0.015071868896484375,1.0
28,20,61,49,110,4,6,win,lose,5,min_max,min_max,0.014636039733886719,1.0
31,17,70,37,107,4,6,win,lose,2,min_max,min_max,0.016132354736328125,1.0
30,18,76,46,122,4,6,win,lose,1,min_max,min_max,0.014777660369873047,1.0
28,20,69,49,118,4,6,win,lose,5,min_max,min_max,0.014223098754882812,1.0
26,22,65,44,109,4,6,win,lose,1,min_max,min_max,0.017038583755493164,1.0
27,21,60,39,99,4,6,win,lose,5,min_max,min_max,0.014750480651855469,1.0
32,16,75,37,112,4,6,win,lose,2,min_max,min_max,0.016506195068359375,1.0
26,22,58,56,114,4,6,win,lose,3,min_max,min_max,0.01662921905517578,1.0
21,27,54,65,119,4,6,lose,win,4,min_max,min_max,0.017864704132080078,1.0
22,26,47,61,108,4,6,lose,win,5,min_max,min_max,0.014297008514404297,1.0
19,29,43,70,113,4,6,lose,win,4,min_max,min_max,0.014795064926147461,1.0
25,23,69,59,128,4,6,win,lose,4,min_max,min_max,0.015872716903686523,1.0
18,30,42,61,103,4,6,lose,win,4,min_max,min_max,0.014062643051147461,1.0
30,18,62,34,96,4,6,win,lose,1,min_max,min_max,0.014005899429321289,1.0
32,16,77,41,118,4,6,win,lose,1,min_max,min_max,0.016222715377807617,1.0
30,18,77,36,113,4,6,win,lose,6,min_max,min_max,0.016104698181152344,1.0
25,23,66,58,124,4,6,win,lose,6,min_max,min_max,0.01578211784362793,1.0
28,20,49,48,97,4,6,win,lose,1,min_max,min_max,0.01570868492126465,1.0
27,21,69,44,113,4,6,win,lose,3,min_max,min_max,0.016202688217163086,1.0
25,23,59,47,106,4,6,win,lose,1,min_max,min_max,0.015267610549926758,1.0
25,23,63,61,124,4,6,win,lose,3,min_max,min_max,0.01764845848083496,1.0
27,21,67,57,124,4,6,win,lose,5,min_max,min_max,0.017527341842651367,1.0
21,27,63,61,124,4,6,lose,win,4,min_max,min_max,0.011940956115722656,1.0
20,28,53,76,129,4,6,lose,win,3,min_max,min_max,0.016287803649902344,1.0
22,26,46,63,109,4,6,lose,win,3,min_max,min_max,0.01604771614074707,1.0
31,17,69,46,115,4,6,win,lose,2,min_max,min_max,0.016505956649780273,1.0
33,15,74,48,122,4,6,win,lose,2,min_max,min_max,0.015918254852294922,1.0
22,26,43,65,108,4,6,lose,win,3,min_max,min_max,0.015743255615234375,1.0
22,26,53,64,117,4,6,lose,win,5,min_max,min_max,0.01718616485595703,1.0
29,19,64,43,107,4,6,win,lose,2,min_max,min_max,0.0168154239654541,1.0
22,26,54,62,116,4,6,lose,win,4,min_max,min_max,0.015225887298583984,1.0
26,22,62,52,114,4,6,win,lose,6,min_max,min_max,0.01654958724975586,1.0
27,21,68,58,126,4,6,win,lose,2,min_max,min_max,0.013524293899536133,1.0
27,21,65,52,117,4,6,win,lose,1,min_max,min_max,0.015402555465698242,1.0
31,17,68,38,106,4,6,win,lose,2,min_max,min_max,0.016894817352294922,1.0
17,31,40,78,118,4,6,lose,win,4,min_max,min_max,0.015269041061401367,1.0
31,17,66,41,107,4,6,win,lose,1,min_max,min_max,0.016721248626708984,1.0
30,18,70,46,116,4,6,win,lose,2,min_max,min_max,0.015450000762939453,1.0
30,18,65,43,108,4,6,win,lose,1,min_max,min_max,0.014145135879516602,1.0
16,32,46,69,115,4,6,lose,win,4,min_max,min_max,0.014432430267333984,1.0
21,27,46,78,124,4,6,lose,win,4,min_max,min_max,0.015778541564941406,1.0
20,28,54,71,125,4,6,lose,win,5,min_max,min_max,0.01745772361755371,1.0
33,15,78,34,112,4,6,win,lose,5,min_max,min_max,0.017513036727905273,1.0
21,27,56,51,107,4,6,lose,win,3,min_max,min_max,0.0165402889251709,1.0
35,13,78,33,111,4,6,win,lose,2,min_max,min_max,0.01619124412536621,1.0
25,23,51,50,101,4,6,win,lose,3,min_max,min_max,0.016058683395385742,1.0
23,25,58,60,118,4,6,lose,win,4,min_max,min_max,0.015691280364990234,1.0
29,19,71,49,120,4,6,win,lose,2,min_max,min_max,0.0163114070892334,1.0
31,17,64,35,99,4,6,win,lose,2,min_max,min_max,0.07533884048461914,2.0
24,24,56,51,107,4,6,draw,draw,1,min_max,min_max,0.06215667724609375,2.0
31,17,72,40,112,4,6,win,lose,2,min_max,min_max,0.0745241641998291,2.0
33,15,81,47,128,4,6,win,lose,2,min_max,min_max,0.07933497428894043,2.0
23,25,51,54,105,4,6,lose,win,5,min_max,min_max,0.06662106513977051,2.0
29,19,66,44,110,4,6,win,lose,5,min_max,min_max,0.06818151473999023,2.0
31,17,59,34,93,4,6,win,lose,3,min_max,min_max,0.08014440536499023,2.0
36,12,70,25,95,4,6,win,lose,2,min_max,min_max,0.06683635711669922,2.0
22,26,42,62,104,4,6,lose,win,4,min_max,min_max,0.054421186447143555,2.0
25,23,58,42,100,4,6,win,lose,5,min_max,min_max,0.059581756591796875,2.0
22,26,52,65,117,4,6,lose,win,4,min_max,min_max,0.055786848068237305,2.0
21,27,47,63,110,4,6,lose,win,4,min_max,min_max,0.054828643798828125,2.0
34,14,59,37,96,4,6,win,lose,3,min_max,min_max,0.07545351982116699,2.0
24,24,55,38,93,4,6,draw,draw,1,min_max,min_max,0.06475591659545898,2.0
33,15,60,35,95,4,6,win,lose,2,min_max,min_max,0.07035112380981445,2.0
32,16,68,42,110,4,6,win,lose,3,min_max,min_max,0.07476401329040527,2.0
27,21,59,44,103,4,6,win,lose,5,min_max,min_max,0.07086062431335449,2.0
37,11,81,26,107,4,6,win,lose,2,min_max,min_max,0.06890559196472168,2.0
32,16,63,40,103,4,6,win,lose,6,min_max,min_max,0.06586265563964844,2.0
34,14,68,34,102,4,6,win,lose,6,min_max,min_max,0.06404995918273926,2.0
35,13,75,32,107,4,6,win,lose,2,min_max,min_max,0.07225823402404785,2.0
33,15,63,35,98,4,6,win,lose,2,min_max,min_max,0.06027960777282715,2.0
28,20,48,43,91,4,6,win,lose,3,min_max,min_max,0.0778195858001709,2.0
29,19,58,38,96,4,6,win,lose,6,min_max,min_max,0.05803036689758301,2.0
21,27,48,68,116,4,6,lose,win,4,min_max,min_max,0.05483245849609375,2.0
32,16,67,37,104,4,6,win,lose,6,min_max,min_max,0.06805276870727539,2.0
30,18,60,41,101,4,6,win,lose,6,min_max,min_max,0.06388425827026367,2.0
25,23,52,51,103,4,6,win,lose,1,min_max,min_max,0.07075762748718262,2.0
28,20,60,42,102,4,6,win,lose,5,min_max,min_max,0.06561470031738281,2.0
24,24,57,43,100,4,6,draw,draw,5,min_max,min_max,0.06432676315307617,2.0
26,22,70,48,118,4,6,win,lose,1,min_max,min_max,0.0601046085357666,2.0
23,25,57,52,109,4,6,lose,win,1,min_max,min_max,0.053499460220336914,2.0
25,23,53,50,103,4,6,win,lose,5,min_max,min_max,0.06366801261901855,2.0
22,26,60,61,121,4,6,lose,win,5,min_max,min_max,0.06511545181274414,2.0
26,22,50,47,97,4,6,win,lose,5,min_max,min_max,0.06238508224487305,2.0
32,16,68,37,105,4,6,win,lose,3,min_max,min_max,0.07082366943359375,2.0
29,19,57,40,97,4,6,win,lose,6,min_max,min_max,0.07255792617797852,2.0
31,17,59,45,104,4,6,win,lose,6,min_max,min_max,0.0634925365447998,2.0
33,15,66,32,98,4,6,win,lose,2,min_max,min_max,0.06433486938476562,2.0
21,27,51,63,114,4,6,lose,win,4,min_max,min_max,0.04848933219909668,2.0
20,28,49,65,114,4,6,lose,win,4,min_max,min_max,0.046770572662353516,2.0
29,19,68,47,115,4,6,win,lose,6,min_max,min_max,0.0700232982635498,2.0
28,20,59,52,111,4,6,win,lose,1,min_max,min_max,0.0668172836303711,2.0
20,28,48,61,109,4,6,lose,win,4,min_max,min_max,0.04748940467834473,2.0
30,18,58,29,87,4,6,win,lose,3,min_max,min_max,0.06551885604858398,2.0
30,18,57,40,97,4,6,win,lose,1,min_max,min_max,0.06113624572753906,2.0
31,17,62,44,106,4,6,win,lose,3,min_max,min_max,0.08637714385986328,2.0
28,20,60,42,102,4,6,win,lose,5,min_max,min_max,0.11416316032409668,2.0
30,18,59,40,99,4,6,win,lose,1,min_max,min_max,0.0846858024597168,2.0
21,27,49,59,108,4,6,lose,win,4,min_max,min_max,0.06103682518005371,2.0
30,18,63,38,101,4,6,win,lose,2,min_max,min_max,0.07519388198852539,2.0
28,20,50,45,95,4,6,win,lose,3,min_max,min_max,0.08930659294128418,2.0
25,23,74,58,132,4,6,win,lose,5,min_max,min_max,0.08247828483581543,2.0
31,17,68,38,106,4,6,win,lose,2,min_max,min_max,0.10225176811218262,2.0
30,18,60,39,99,4,6,win,lose,1,min_max,min_max,0.08680534362792969,2.0
28,20,74,45,119,4,6,win,lose,5,min_max,min_max,0.07483887672424316,2.0
25,23,61,52,113,4,6,win,lose,1,min_max,min_max,0.06927871704101562,2.0
25,23,65,45,110,4,6,win,lose,5,min_max,min_max,0.06952404975891113,2.0
31,17,59,38,97,4,6,win,lose,2,min_max,min_max,0.08064937591552734,2.0
31,17,60,45,105,4,6,win,lose,3,min_max,min_max,0.0828859806060791,2.0
21,27,51,69,120,4,6,lose,win,4,min_max,min_max,0.06749629974365234,2.0
28,20,59,43,102,4,6,win,lose,5,min_max,min_max,0.07969832420349121,2.0
22,26,53,64,117,4,6,lose,win,4,min_max,min_max,0.06723451614379883,2.0
21,27,44,59,103,4,6,lose,win,4,min_max,min_max,0.07398295402526855,2.0
22,26,54,69,123,4,6,lose,win,4,min_max,min_max,0.061894893646240234,2.0
27,21,68,44,112,4,6,win,lose,1,min_max,min_max,0.07547688484191895,2.0
25,23,57,52,109,4,6,win,lose,1,min_max,min_max,0.08244967460632324,2.0
26,22,52,51,103,4,6,win,lose,6,min_max,min_max,0.0851895809173584,2.0
33,15,61,33,94,4,6,win,lose,6,min_max,min_max,0.07393860816955566,2.0
20,28,43,49,92,4,6,lose,win,1,min_max,min_max,0.0710752010345459,2.0
30,18,60,44,104,4,6,win,lose,3,min_max,min_max,0.08478021621704102,2.0
24,24,62,42,104,4,6,draw,draw,1,min_max,min_max,0.0757753849029541,2.0
30,18,59,46,105,4,6,win,lose,3,min_max,min_max,0.08375287055969238,2.0
24,24,56,53,109,4,6,draw,draw,5,min_max,min_max,0.07262563705444336,2.0
22,26,48,61,109,4,6,lose,win,4,min_max,min_max,0.05708813667297363,2.0
26,22,56,61,117,4,6,win,lose,3,min_max,min_max,0.09515547752380371,2.0
27,21,62,45,107,4,6,win,lose,3,min_max,min_max,0.08855104446411133,2.0
35,13,72,35,107,4,6,win,lose,2,min_max,min_max,0.07350921630859375,2.0
33,15,57,35,92,4,6,win,lose,2,min_max,min_max,0.08309793472290039,2.0
33,15,69,40,109,4,6,win,lose,3,min_max,min_max,0.08165335655212402,2.0
27,21,67,49,116,4,6,win,lose,5,min_max,min_max,0.07749605178833008,2.0
38,10,70,23,93,4,6,win,lose,2,min_max,min_max,0.0883183479309082,2.0
22,26,51,59,110,4,6,lose,win,4,min_max,min_max,0.06307840347290039,2.0
32,16,68,37,105,4,6,win,lose,6,min_max,min_max,0.07261323928833008,2.0
32,16,58,40,98,4,6,win,lose,2,min_max,min_max,0.07352471351623535,2.0
21,27,48,59,107,4,6,lose,win,1,min_max,min_max,0.07472443580627441,2.0
31,17,69,44,113,4,6,win,lose,2,min_max,min_max,0.07006025314331055,2.0
21,27,53,65,118,4,6,lose,win,4,min_max,min_max,0.06422829627990723,2.0
24,24,56,51,107,4,6,draw,draw,1,min_max,min_max,0.06638216972351074,2.0
31,17,62,38,100,4,6,win,lose,2,min_max,min_max,0.07582855224609375,2.0
32,16,73,42,115,4,6,win,lose,1,min_max,min_max,0.08732366561889648,2.0
21,27,46,62,108,4,6,lose,win,4,min_max,min_max,0.05649518966674805,2.0
21,27,51,61,112,4,6,lose,win,4,min_max,min_max,0.0619814395904541,2.0
26,22,62,51,113,4,6,win,lose,5,min_max,min_max,0.07451558113098145,2.0
23,25,56,55,111,4,6,lose,win,5,min_max,min_max,0.07168412208557129,2.0
32,16,64,36,100,4,6,win,lose,3,min_max,min_max,0.08192110061645508,2.0
37,11,68,28,96,4,6,win,lose,2,min_max,min_max,0.08006644248962402,2.0
29,19,60,40,100,4,6,win,lose,3,min_max,min_max,0.08009648323059082,2.0
21,27,52,61,113,4,6,lose,win,4,min_max,min_max,0.05549168586730957,2.0
35,13,74,38,112,4,6,win,lose,2,min_max,min_max,0.07112240791320801,2.0
38,10,85,31,116,4,6,win,lose,2,min_max,min_max,0.34740400314331055,3.0
31,17,70,28,98,4,6,win,lose,1,min_max,min_max,0.3106191158294678,3.0
